price,spec_rating,Ram,ROM,display_size,resolution_width,resolution_height,warranty
35999,60,8,1024,15.6,1920,1080,1
41710,65,8,1024,15.6,1920,1080,1
50090,67,8,512,16,1920,1200,1
45890,69.32352941,16,512,14,1920,1080,1
29990,69.32352941,8,512,15.6,1366,768,1
37672,69.32352941,8,512,15.6,1920,1080,1
83523,77,16,512,15.6,1920,1080,1
52128,66,8,512,15.6,1920,1080,1
39990,69.32352941,8,512,15.6,1920,1080,1
54790,66,8,512,15.6,1920,1080,1
147090,86,32,2048,16,2560,1600,1
67990,61,16,512,14,1920,1080,1
49290,70,8,512,15.6,1920,1080,2
51990,62,8,512,15.6,1920,1080,1
83149,64,16,1024,14,1920,1080,1
54999,69.32352941,8,512,15.6,1920,1080,1
74990,65,16,512,15.6,1920,1080,1
66990,67,16,512,15.6,1920,1080,1
61990,62,8,512,15.6,1920,1080,1
51573,69.32352941,8,512,14,1920,1080,1
31500,69.32352941,8,256,15.6,1920,1080,1
29000,69.32352941,4,256,15.6,1920,1080,1
32990,69.32352941,8,512,15.6,1920,1080,1
36990,69.32352941,8,512,15.6,1920,1080,1
239900,69.32352941,16,1024,14.2,3024,1964,1
309490,60,32,1024,16.2,3456,2234,1
49990,69.32352941,8,512,15.6,1920,1080,1
40250,69.32352941,8,1024,15.6,1920,1080,1
59990,72,16,512,15.6,1920,1080,1
57990,65,8,1024,15.6,1920,1080,1
36999,69.32352941,8,256,14,1440,2160,1
53990,67,16,512,15.6,3200,2000,1
48990,62,16,512,14,2560,1600,1
39990,69.32352941,8,512,14,1920,1080,2
37290,61,8,1024,15.6,1920,1080,1
60390,69.32352941,8,128,15,2496,1664,1
54999,65,8,256,15.6,1920,1080,1
90464,69.32352941,8,512,14,1920,1080,3
54490,61,8,512,14,1920,1080,1
199900,69.32352941,8,512,13.3,1600,2560,1
89999,62,8,256,13.3,1920,1080,1
260000,62,32,1024,14.1,2560,1600,1
45999,64,16,1024,15.6,1920,1080,1
106990,69,16,1024,16,1920,1200,3
221990,64,16,1024,14,1920,1200,1
146990,86,32,2048,16,2560,1600,1
52990,62,8,512,15.6,1920,1080,1
59990,69.32352941,8,512,14,2560,1440,1
52990,69.32352941,8,512,15.6,1920,1080,1
64490,69.32352941,16,512,15.6,1920,1080,1
78990,62,8,512,15.6,1920,1080,1
59900,69.32352941,8,512,15.6,1920,1080,1
55990,69.32352941,16,512,14,1920,1080,1
19990,69.32352941,4,256,15.6,1920,1080,1
47990,63,16,512,14,2160,1440,1
112990,72,16,512,13.3,1080,1920,1
101990,67,16,512,13.3,1080,1920,1
102990,71,16,512,13.3,1080,1920,1
33499,69.32352941,4,128,13.3,1920,1080,1
33999,69.32352941,8,512,15.6,1920,1080,1
215994,69.32352941,16,512,16.2,3456,2234,1
215994,69.32352941,16,1024,14.2,3024,1964,1
26500,69.32352941,4,1024,15.6,1920,1080,1
79990,65,16,512,15.6,2160,3456,1
68000,70,16,512,15.6,1920,1080,1
47925,60,8,512,15.6,1920,1080,1
59990,70,16,512,15.6,3200,2000,1
67800,69.32352941,8,512,14,1366,768,1
60490,69.32352941,8,128,15,2496,1664,1
72999,69.32352941,8,256,13.3,2560,1600,0
109999,69.32352941,8,512,13.3,2560,1600,0
87990,67,8,256,13.3,1920,1080,1
121900,69,16,512,15.6,3840,2160,0
136490,69.32352941,16,1024,15.6,3840,2160,1
143700,77,8,512,15.6,1920,1080,2
50490,69.32352941,16,512,15.6,1920,1080,1
71990,69.32352941,16,1024,15.6,1920,1080,1
136899,75,16,1024,15.6,1920,1080,1
62990,69,16,512,14,1920,1200,1
43990,69.32352941,8,512,14,1920,1080,1
33990,69.32352941,8,512,15.6,1920,1080,1
58990,65,16,1024,15.6,1920,1080,1
154990,71,16,1024,15.6,2560,1440,2
69990,64,16,1024,15.6,1920,1080,2
50000,69.32352941,8,512,14,1920,1080,3
36990,69.32352941,8,512,15.6,1920,1080,1
76500,66,16,512,15.6,1920,1080,1
33990,69.32352941,8,256,15.6,1920,1080,1
32990,69.32352941,8,512,15.6,1920,1080,1
103221,69,16,512,16,1920,1200,1
89990,71,16,512,16,1920,1200,1
56990,69,8,512,15.6,1920,1080,1
44980,69.32352941,16,512,14,1920,1080,1
23990,69.32352941,8,256,14,1920,1080,1
76990,63,16,512,15.6,1920,1080,1
26920,69.32352941,8,64,14,1080,1920,1
14490,69.32352941,4,256,14.1,1366,768,1
38990,69.32352941,8,512,15.6,1920,1080,1
52990,63,8,512,15.6,1920,1080,1
362999,88,32,1024,17.3,2560,1440,1
64990,65,16,512,15.6,1920,1080,1
62990,64,16,512,15.6,1920,1080,1
18990,69.32352941,8,256,11.6,1366,768,1
169999,78,16,512,16.1,2560,1600,1
189999,80,16,1024,16.1,2560,1600,1
298999,88,32,2048,16.1,2560,1600,1
99999,70,16,1024,14,2880,1800,1
267999,85,16,1024,17.3,2560,1440,1
108990,63,16,1024,16,2560,1600,3
51990,69,8,512,15.6,1920,1080,1
62608,66,16,512,17.3,1920,1080,1
57999,67,8,512,15.6,1920,1080,1
62990,69.32352941,8,512,14,1920,1080,1
71990,69.32352941,16,512,14,1920,1200,2
297990,85,32,1024,16,2560,1600,1
138490,78,16,1024,16,2560,1600,1
103395,77,16,512,16,2560,1600,1
88990,66,16,512,16,2560,1600,3
419990,89,64,2048,16,2560,1600,2
87990,65,16,512,14,1920,1200,1
48990,62,8,512,15.6,1920,1080,1
79990,70,16,512,15.6,1920,1080,1
33990,69.32352941,8,256,15.6,1920,1080,1
26990,69.32352941,8,512,14,1366,768,1
13990,69.32352941,4,64,11.6,1280,1024,1
49990,65,16,1024,14,1920,1080,1
59990,65,8,512,15.6,1920,1080,1
91990,71,16,1024,15.6,1920,1080,1
95689,73,16,1024,16,1920,1200,1
26732,69.32352941,8,128,14,1280,1024,1
89999,70,16,512,14,1920,1080,1
69990,62,16,1024,14,1920,1200,1
65391,69.32352941,16,1024,14,1920,1200,1
90000,69.32352941,16,512,14,1920,1080,1
38390,69.32352941,8,512,15.6,1920,1080,1
40990,69.32352941,8,512,15.6,1920,1080,1
50990,62,8,512,15.6,1920,1080,1
47990,69.32352941,8,512,15.6,1920,1080,1
59990,69.32352941,16,512,15.6,1920,1080,1
61990,69.32352941,8,512,15.6,1920,1080,1
31990,69.32352941,8,512,14,1920,1080,1
129990,82,32,1024,16,1920,1200,2
49989,63,8,512,15.6,1920,1080,1
42990,69.32352941,8,512,15.6,1920,1080,1
259990,83,32,1024,16,1920,1200,2
44690,69.32352941,8,512,15.6,1920,1080,1
61990,69,16,512,14,1920,1200,1
123300,75,16,1024,16,1920,1200,1
74499,69.32352941,16,1024,15.6,1920,1080,1
47990,65,8,512,15.6,1920,1080,1
85990,71,16,1024,13.3,1920,1200,1
61990,63,16,512,14,1920,1200,1
21990,69.32352941,8,256,14.1,1920,1080,1
49990,67,8,512,15.6,1920,1080,1
112990,79,16,512,16,1920,1200,1
127990,83,16,512,16,2560,1600,1
91590,70,16,512,14,1920,1080,1
103060,71,16,512,15.6,1920,1080,1
39600,69.32352941,8,512,15.6,1920,1080,1
137590,83,16,512,16,2560,1600,1
53980,69,16,512,16,1920,1080,1
54990,60,16,512,14,1920,1080,1
28099,69.32352941,8,512,15.6,1366,768,1
415000,67,16,1024,17,1920,2560,1
64990,66,16,512,13.3,1920,1080,2
84990,69,16,1024,13.3,1920,1080,2
52999,67,16,1024,15.6,1920,1080,1
34999,63,8,512,15.6,1920,1080,1
65990,67,16,1024,15.6,1920,1080,1
56990,67,8,512,15.6,1920,1080,1
88999,64,16,1024,15.6,1920,1080,1
35990,69.32352941,8,512,15.6,1920,1080,1
111490,76,16,512,14,2880,1800,1
50990,69.32352941,8,512,15.6,1366,768,1
89500,64,16,512,15.6,1920,1080,1
66388,62,16,512,14,1920,1200,1
66990,63,16,1024,15.6,1920,1080,1
74990,64,16,1024,15.6,1920,1080,1
26990,69.32352941,8,512,15.6,1366,768,1
65990,69.32352941,8,1024,15.6,1920,1080,1
87990,73,16,1024,16,1920,1200,1
36480,69.32352941,8,512,15.6,1920,1080,1
63989,69.32352941,8,1024,15.6,1920,1080,1
90990,64,16,1024,15.6,1920,1080,1
104990,72,16,512,16,1920,1200,1
64800,69.32352941,8,512,14,1366,768,1
27990,69.32352941,4,64,14,1920,1080,1
14990,69.32352941,4,128,14,1920,1080,1
22990,69.32352941,4,64,15.6,1920,1080,1
23990,69.32352941,4,128,15.6,1920,1080,1
42900,62,8,512,15.6,1366,768,1
130000,71,16,512,16,1920,1200,0
94990,73,8,512,15.6,1920,1080,2
57990,60,16,512,15.6,1920,1080,1
104222,72,16,512,16,1920,1200,1
69990,65,16,512,14,1920,1200,2
63990,69,16,512,14,1920,1200,1
48990,69.32352941,8,512,15.6,1920,1080,1
46990,69.32352941,8,512,15.6,1920,1080,1
55990,69,8,512,15.6,1920,1080,1
66990,65,16,512,16,1920,1200,1
89990,70,16,512,16,1920,1200,1
62990,71,16,512,15.6,1920,1080,2
85990,76,16,512,15.6,1920,1080,2
47100,65,8,512,15.6,1920,1080,1
91990,76,16,512,14,2880,1800,1
67990,62,16,512,15.6,1920,1080,1
39990,63,16,512,14,1366,768,1
36990,60,8,512,14,1366,768,1
33990,69.32352941,8,512,14,1920,1080,1
43800,69.32352941,8,512,14,1366,768,1
179490,78,32,1024,16.1,2560,1440,1
164990,70,16,1024,14,2880,1800,2
84990,69.32352941,16,1024,14,1920,1080,1
104990,76,16,1024,14,1920,1200,2
57990,69,16,512,15.6,1920,1080,1
58990,63,8,512,15.6,1920,1080,1
304990,78,32,1024,15.6,1920,1080,1
33990,69.32352941,8,512,14,1920,1080,1
28990,69.32352941,8,512,14.1,1920,1080,1
39900,69.32352941,8,512,14,1920,1200,1
36490,60,8,512,15.6,1920,1080,1
87490,62,16,512,14,1920,1200,1
44990,69.32352941,8,1024,15.6,1920,1080,1
107990,75,16,512,14,2880,1800,1
46900,69.32352941,8,1024,15.6,1920,1080,1
98890,63,16,1024,13.3,2560,1600,1
76990,69.32352941,8,1024,14,1920,1200,1
86990,62,16,1024,13.3,2560,1600,1
86990,60,16,1024,14,1920,1200,1
58490,63,8,512,14,1920,1080,1
69199,71,16,512,15.6,1920,1080,1
45990,65,8,512,15.6,1920,1080,2
94990,77,16,512,15.6,1920,1080,2
97990,77,8,1024,17.3,1920,1080,2
179990,83,16,1024,17.3,1920,1080,2
125990,76,8,1024,17.3,2560,1440,2
116463,71,16,512,15.6,1920,1080,1
109990,72,16,512,15.6,1920,1080,1
153625,75,16,512,16.1,1920,1080,1
270129,86,32,1024,16.1,2560,1600,1
149990,83,16,1024,15.6,2560,1440,2
58990,64,16,512,14,1920,1200,1
107190,67,16,512,13.3,2880,1800,1
32999,69.32352941,16,512,15.6,1920,1080,1
102090,72,16,512,16.1,1920,1080,1
231746,71,16,512,13.5,1920,1280,1
81990,72,16,512,16,1920,1200,1
36890,69.32352941,8,512,15.6,1920,1080,1
87990,71,16,512,15.6,1920,1080,1
77990,67,16,512,14,1920,1080,1
117574,80,8,512,15.6,1920,1080,2
97990,73,16,512,15.6,1920,1080,1
284990,89,32,1024,16,2560,1600,2
344990,69.32352941,32,2048,17,2560,1600,2
146599,77,16,1024,16.1,1920,1080,1
44990,65,8,512,15.6,1920,1080,1
57990,67,16,512,14,1920,1080,1
128599,73,16,512,16,1920,1080,1
21990,69.32352941,4,256,15.6,1920,1080,1
151990,77,16,512,16.1,1920,1080,1
52990,62,16,1024,15.6,1920,1080,1
119888,75,16,1024,14,1920,1080,1
22990,69.32352941,4,256,15.6,1920,1080,1
76888,67,16,512,13.3,1920,1200,1
256990,85,16,1024,15.6,3456,2160,1
83090,60,16,512,13.3,2560,1600,1
67999,65,16,512,15.6,1920,1080,1
96256,72,16,512,15.6,1920,1080,1
77990,63,16,512,14,1920,1080,1
323290,85,32,1024,16,3200,1800,1
67990,65,16,512,14,1920,1080,1
82990,65,8,512,13.3,1920,1200,2
199990,80,16,1024,16,1920,1200,1
189999,77,16,1024,16,3840,2400,2
73990,69,16,512,13.3,1920,1200,3
67990,70,16,512,15.6,1920,1080,1
142990,82,16,1024,16,2560,1600,1
64990,72,16,512,14,1920,1200,1
84800,75,16,512,16,1920,1200,1
64990,69,16,512,14,1920,1200,1
129990,80,16,512,16,1920,1200,1
114990,78,8,512,16,1920,1200,1
80000,69.32352941,8,512,15.6,1920,1080,1
54990,60,16,512,15.6,1920,1080,1
98999,67,16,512,14,1200,1920,1
69990,62,8,512,14,1920,1080,1
76990,72,16,512,15.6,1920,1080,1
74990,66,16,512,14,1920,1200,2
89990,73,16,512,14,1920,1200,2
29999,69.32352941,8,512,15.6,1366,768,1
97705,67,16,512,16,1920,1200,1
240707,89,32,1024,16,3840,2400,1
234990,83,16,1024,16,1920,1200,1
209990,80,16,1024,16,1920,1200,1
390914,69.32352941,32,1024,16,3840,2400,1
172588,84,16,1024,16,3840,2400,1
254657,86,16,1024,16,3840,2400,1
152499,78,16,1024,16,1600,2560,1
23990,69.32352941,4,256,11.6,1366,768,1
119990,71,16,512,14,2560,1600,1
78299,72,16,512,16,1920,1200,1
115990,69,16,512,14,1200,1920,1
61990,65,16,512,15.6,1920,1080,1
26999,69.32352941,8,512,15.6,1366,768,1
103099,73,16,512,16.1,2560,1440,1
64990,63,32,1024,15.6,1920,1080,1
47990,62,8,512,14,1920,1080,2
24990,69.32352941,8,256,14,1366,768,1
130800,69,16,512,14,1920,1080,1
57990,71,16,512,15.6,1920,1080,2
38500,69.32352941,8,512,15.6,1920,1080,1
47990,67,8,512,15.6,1920,1080,2
44990,60,8,512,14,1920,1200,1
69990,65,16,512,15.6,1920,1080,2
61990,64,16,512,15.6,1920,1080,1
89990,75,16,512,16,1920,1200,1
65990,60,16,512,15.6,1920,1080,1
58990,62,8,512,14,1920,1200,1
94990,66,16,512,15.6,1920,1080,1
86490,70,16,512,15.6,1920,1080,1
77490,66,16,512,15.6,1920,1080,1
85490,66,16,512,15.6,1920,1080,1
44000,69.32352941,8,512,15.6,1920,1080,1
51990,60,16,512,14,1920,1080,1
37990,60,8,1024,15.6,1920,1080,1
34990,69.32352941,8,512,14,1920,1080,1
57799,64,16,512,14,1920,1080,1
65990,67,8,512,15.6,1920,1080,1
53990,66,8,512,15.6,1920,1080,1
49990,67,8,512,15.6,1920,1080,1
171990,79,16,1024,15.6,2560,1440,2
44990,69.32352941,8,512,14,1920,1080,1
115990,70,16,1024,15.6,1920,1080,1
50990,60,16,512,14,1920,1080,1
109990,69,16,512,15.6,1920,1080,1
29990,69.32352941,8,256,14,1366,768,1
163999,83,16,1024,14,2560,1600,1
58990,71,8,1024,15.6,1920,1080,1
83990,69.32352941,16,512,14,1920,1080,1
43890,63,8,512,15.6,1920,1080,1
79999,76,32,2048,16,2560,1600,1
35490,69.32352941,8,512,15.6,1920,1080,1
137890,77,32,1024,15.6,1920,1080,1
94990,67,16,512,14,1920,1200,1
67990,70,16,512,15.6,1920,1080,1
46990,69.32352941,8,512,14,1920,1080,1
94990,77,16,512,16,1920,1200,1
83500,67,8,512,17.3,1920,1080,1
91990,73,16,512,15.6,1920,1080,2
111990,78,16,512,15.6,1920,1080,2
67990,66,16,512,15.6,1920,1080,1
67999,62,8,512,14,1920,1080,1
46200,69.32352941,8,512,14,1920,1080,1
52998,69.32352941,8,512,16,1920,1080,1
45499,69.32352941,8,512,15.6,1920,1080,1
49999,62,8,512,14,1920,1080,1
29980,69.32352941,8,256,15.6,1920,1080,1
57290,60,8,512,16,1920,1200,1
58990,62,8,512,14,1920,1080,1
199990,85,32,1024,14,2560,1600,1
79990,70,16,512,15.6,1920,1080,2
78990,69,16,512,15.6,1920,1080,2
51990,69.32352941,8,512,14,1920,1200,1
104990,78,16,1024,17.3,1920,1080,1
104990,78,16,1024,15.6,1920,1080,1
39990,69.32352941,8,512,14,1920,1080,1
59990,71,16,512,15.6,1920,1080,2
47990,66,8,512,15.6,1920,1080,2
47890,69.32352941,8,512,15.6,1920,1080,1
85490,75,16,512,15.6,1920,1080,1
94990,77,16,1024,15.6,1920,1080,1
95490,77,16,1024,17.3,1920,1080,1
54999,63,8,512,15.6,1366,768,1
159000,72,16,512,14,1920,1200,1
80610,70,16,512,16,1920,1080,1
77990,66,8,512,13.3,1920,1200,2
303490,69.32352941,32,1024,17,3840,2400,1
201990,82,32,1024,13.4,3840,2400,1
278290,88,32,1024,15.6,3456,2160,1
286200,82,32,1024,16,2560,1600,1
157544,71,16,1024,16,3200,2000,1
140990,77,16,1024,16,2560,1600,1
133000,75,16,512,14,1920,1080,1
72500,63,8,512,14,1920,1080,1
127000,70,8,512,14,1200,1920,1
146990,76,16,1024,17,1600,2560,1
142990,76,16,1024,16,1600,2560,1
205000,72,8,256,16,1600,2560,1
89799,75,16,512,16,1920,1200,1
63999,62,16,1024,14,1920,1080,1
43490,69.32352941,8,512,15.6,1920,1080,1
12990,69.32352941,4,128,14.1,1920,1080,1
15990,69.32352941,4,256,15.6,1920,1080,1
36990,62,16,512,14,1920,1080,1
63990,69,16,512,14,1920,1200,1
45990,69.32352941,8,512,14,1920,1080,1
34990,69.32352941,8,512,15.6,1920,1080,1
41490,69.32352941,8,512,15.6,1920,1080,1
64990,64,16,512,15.6,1920,1080,1
57990,70,8,512,16.1,1920,1080,1
54990,69,16,512,15.6,1920,1080,1
208990,72,16,1024,14,2560,1600,1
91560,66,16,1024,15.6,2880,1620,1
74000,64,16,512,14,1920,1080,3
51999,69.32352941,8,512,15.6,1920,1080,1
31990,69.32352941,8,512,15.6,1920,1080,1
32490,69.32352941,8,256,15.6,1920,1080,1
74888,64,16,512,15.6,1920,1080,1
66500,71,8,512,16.1,1920,1080,1
156799,78,16,1024,16,2560,1600,1
166899,82,32,1024,16,2560,1600,1
89990,69.32352941,16,512,14,1920,1200,1
171499,79,16,1024,17.3,2560,1440,1
29999,69.32352941,8,512,14,1366,768,1
35998,69.32352941,8,512,15.6,1920,1080,2
44989,69.32352941,8,512,15.6,1920,1080,1
34990,69.32352941,8,512,15.6,1920,1080,1
48990,60,16,512,14,1920,1080,1
72990,69.32352941,8,512,14,1920,1200,1
71570,69.32352941,16,512,14,1920,1080,1
74990,67,16,512,15.6,1920,1080,1
25990,69.32352941,8,256,15.6,1920,1080,1
46490,63,8,512,14,1920,1080,1
64590,69.32352941,8,512,14,1920,1080,1
63990,69.32352941,8,512,15.6,1920,1080,1
247999,69.32352941,32,1024,17,2560,1600,3
93990,66,8,512,16,1920,1200,1
51990,65,8,512,15.6,1920,1080,1
47990,63,8,512,16,1920,1200,1
34390,69.32352941,8,512,14,1920,1080,1
50990,65,8,512,15.6,1920,1080,1
28490,69.32352941,8,512,15,1366,768,1
79990,75,8,512,15.6,1920,1080,2
79990,75,16,1024,15.6,1920,1080,2
29990,69.32352941,8,512,14,1366,768,1
59990,64,8,512,15.6,1920,1080,1
107399,69.32352941,16,1024,16,3840,2400,1
129199,76,16,512,15.6,1920,1080,1
119990,73,16,512,15.6,1920,1080,1
187490,79,16,1024,16,2560,1600,1
125699,75,16,512,15.6,1920,1080,1
49990,69.32352941,16,512,14,1920,1080,1
56990,69.32352941,16,512,15.6,1920,1080,1
44990,69.32352941,8,512,15.6,1920,1080,1
110000,71,16,1024,15.6,2560,1440,1
189990,89,32,1024,14,2560,1600,1
129990,73,16,512,15.6,1920,1080,1
131990,84,16,1024,15.6,1920,1080,1
